Source data:
n_boxes: 6, m: 5, d: 4, p_change_box: 0.100, nExp = 10000
# 7752, Balls: Black, Black, Red, White
# 7753, Balls: Red, Red, Red, Green
# 7754, Balls: Red, Red, Red, Red
# 7755, Balls: Red, Blue, Red, Blue
# 7756, Balls: Green, Green, Red, Blue
# 7757, Balls: Green, Blue, Blue, White
# 7758, Balls: Green, Black, White, White
# 7759, Balls: Red, Red, Red, Blue
# 7760, Balls: Black, White, White, Blue
# 7761, Balls: Red, Blue, White, Green
# 7762, Balls: Blue, Green, Green, Black
# 7763, Balls: Blue, White, Blue, Green
# 7764, Balls: Red, Green, Red, White
# 7765, Balls: Blue, Blue, Red, Red
# 7766, Balls: Green, Red, White, Blue
# 7767, Balls: Red, Blue, Green, Red
# 7768, Balls: Black, Blue, Blue, Green
# 7769, Balls: Blue, Green, Blue, Blue
# 7770, Balls: Green, Blue, Green, Red
# 7771, Balls: Red, Red, Blue, Black
# 7772, Balls: Red, Black, Red, Black
# 7773, Balls: Blue, Red, Green, Blue
# 7774, Balls: Blue, Blue, Red, Blue
# 7775, Balls: Blue, Red, Green, Blue
# 7776, Balls: White, Blue, Blue, White
# 7777, Balls: Red, White, Green, Blue
# 7778, Balls: Black, Red, Red, White
# 7779, Balls: Blue, Red, White, Red
# 7780, Balls: White, Blue, Blue, Red
# 7781, Balls: Blue, Red, Red, Black
# 7782, Balls: Blue, Blue, White, Black
# 7783, Balls: White, Black, Blue, Red
# 7784, Balls: Blue, Blue, White, White
# 7785, Balls: Green, Blue, Blue, Green
# 7786, Balls: Blue, White, Red, Blue
# 7787, Balls: Red, White, Black, Black
# 7788, Balls: Red, Red, Red, Blue
# 7789, Balls: Green, Red, Blue, Blue
# 7790, Balls: Red, Black, Red, Red
# 7791, Balls: Red, Red, Green, Blue
# 7792, Balls: Blue, Red, Blue, Red
# 7793, Balls: Blue, Blue, Red, Red
# 7794, Balls: White, Red, Green, Blue
# 7795, Balls: Red, Black, Blue, Red
# 7796, Balls: White, Red, White, White
# 7797, Balls: Blue, Green, Blue, Green
# 7798, Balls: Blue, Blue, Blue, Red
# 7799, Balls: Blue, Red, White, White
# 7800, Balls: Blue, Green, Black, Blue
# 7801, Balls: Red, Blue, White, Black
# 7802, Balls: Blue, White, Red, Blue
# 7803, Balls: Red, Blue, Blue, Red
# 7804, Balls: Red, Red, White, Black
# 7805, Balls: White, Blue, Green, Blue
# 7806, Balls: Red, Red, Blue, Blue
# 7807, Balls: Red, Green, Green, Red
# 7808, Balls: White, White, Blue, White
# 7809, Balls: Red, Blue, Red, Green
# 7810, Balls: Green, Green, Blue, Green
# 7811, Balls: White, Red, Blue, Blue
# 7812, Balls: White, Green, Blue, White
# 7813, Balls: Blue, White, Red, Blue
# 7814, Balls: Red, Red, White, Blue
# 7815, Balls: Red, Red, Red, White
# 7816, Balls: Red, Blue, Black, Black
# 7817, Balls: Black, Red, Green, White
# 7818, Balls: Blue, Red, Blue, Red
# 7819, Balls: Blue, Blue, Blue, Green
# 7820, Balls: Green, Green, Black, Blue
# 7821, Balls: Green, Blue, Red, Green
# 7822, Balls: Red, Blue, Green, Red
# 7823, Balls: White, Red, Red, Red
# 7824, Balls: Red, Red, Green, Blue
# 7825, Balls: Black, White, Black, White
# 7826, Balls: Black, Blue, Blue, Red
# 7827, Balls: Black, Red, White, Blue
# 7828, Balls: Blue, Blue, Blue, White
# 7829, Balls: Red, Blue, Red, Red
# 7830, Balls: Blue, Blue, Green, Red
# 7831, Balls: Blue, Red, Green, Red
# 7832, Balls: Red, White, Green, Red
# 7833, Balls: Green, Black, Black, Green
# 7834, Balls: Red, Green, Black, Blue
# 7835, Balls: Black, Red, Red, Red
# 7836, Balls: Blue, Black, White, Blue
# 7837, Balls: Black, Blue, Blue, Blue
# 7838, Balls: Red, Blue, Red, Red
# 7839, Balls: Green, White, Blue, Blue
# 7840, Balls: Blue, Black, White, Blue
# 7841, Balls: Black, Blue, White, White
# 7842, Balls: Green, Green, Blue, Blue
# 7843, Balls: Red, Blue, Blue, Green
# 7844, Balls: Red, Blue, Blue, Red
# 7845, Balls: White, Green, Green, Red
# 7846, Balls: Red, Black, White, Blue
# 7847, Balls: White, Blue, Green, Red
# 7848, Balls: Blue, Blue, Blue, Green
# 7849, Balls: White, Green, Black, Red
# 7850, Balls: Blue, Red, Black, Red
# 7851, Balls: Blue, Red, Blue, Black
# 7852, Balls: Blue, Black, White, Red
# 7853, Balls: Green, Red, Red, Green
# 7854, Balls: Red, Blue, Red, Red
# 7855, Balls: Red, Black, Red, Red
# 7856, Balls: Blue, Black, Green, Green
# 7857, Balls: Red, Green, Red, White
# 7858, Balls: Black, Green, Red, Blue
# 7859, Balls: Black, Blue, Blue, Red
# 7860, Balls: Red, Blue, White, White
# 7861, Balls: Red, Red, Blue, Black
# 7862, Balls: Blue, Red, Red, Blue
# 7863, Balls: Green, Blue, White, White
# 7864, Balls: Black, White, Blue, Red
# 7865, Balls: Black, Red, Green, Blue
# 7866, Balls: White, Red, Blue, Red
# 7867, Balls: Black, Green, Red, Blue
# 7868, Balls: Red, White, Black, Blue
# 7869, Balls: Blue, Blue, Red, Blue
# 7870, Balls: Red, Red, Blue, Blue
# 7871, Balls: White, Red, Red, Red
# 7872, Balls: Blue, Red, Blue, Black
# 7873, Balls: White, Blue, Black, Red
# 7874, Balls: White, Red, Black, Black
# 7875, Balls: Red, Red, Red, White
# 7876, Balls: Green, Red, Red, Blue
# 7877, Balls: White, Blue, Red, Red
# 7878, Balls: Red, Black, Red, Red
# 7879, Balls: Black, Red, Red, Red
# 7880, Balls: White, Black, Blue, Black
# 7881, Balls: White, Red, Black, Green
# 7882, Balls: Blue, Green, White, Blue
# 7883, Balls: Red, Green, Green, Blue
# 7884, Balls: Blue, White, Black, Blue
# 7885, Balls: Green, Red, Green, Black
# 7886, Balls: White, Red, Blue, Red
# 7887, Balls: Blue, White, Green, Green
# 7888, Balls: Green, Red, White, Blue
# 7889, Balls: Black, Red, Red, Red
# 7890, Balls: White, Red, Blue, Red
# 7891, Balls: Red, Red, Red, Blue
# 7892, Balls: Blue, White, Blue, Green
# 7893, Balls: Red, Blue, Blue, Blue
# 7894, Balls: Red, Red, Red, Red
# 7895, Balls: Green, White, Green, Green
# 7896, Balls: Red, Blue, Green, Red
# 7897, Balls: Black, Blue, Blue, Red
# 7898, Balls: Red, Blue, Blue, Blue
# 7899, Balls: Red, Green, Blue, Blue
# 7900, Balls: White, Black, Blue, Green
# 7901, Balls: Blue, Red, Red, Black
# 7902, Balls: Blue, Red, Red, Red
# 7903, Balls: Green, Red, Red, Red
# 7904, Balls: Blue, Blue, Blue, Red
# 7905, Balls: Black, Red, White, White
# 7906, Balls: Red, Blue, Blue, Blue
# 7907, Balls: Red, Red, Black, Red
# 7908, Balls: Green, Black, Red, White
# 7909, Balls: Blue, Green, Blue, Red
# 7910, Balls: Blue, Blue, Black, Red
# 7911, Balls: Blue, White, White, Red
# 7912, Balls: Red, Green, Black, Blue
# 7913, Balls: Red, Green, Red, Black
# 7914, Balls: Red, Red, Red, Blue
# 7915, Balls: Red, Green, Red, Red
# 7916, Balls: Black, White, Green, Black
# 7917, Balls: Blue, Green, Red, Red
# 7918, Balls: Red, Blue, Blue, Blue
# 7919, Balls: Green, Red, Red, Black
# 7920, Balls: Red, Green, Blue, Black
# 7921, Balls: Blue, Red, Green, Red
# 7922, Balls: Red, Green, Red, Blue
# 7923, Balls: Black, White, Red, Green
# 7924, Balls: Black, Blue, Blue, Red
# 7925, Balls: Green, Green, Blue, Black
# 7926, Balls: Blue, Red, White, Green
# 7927, Balls: Blue, Red, Red, Blue
# 7928, Balls: Blue, White, Red, Red
# 7929, Balls: Blue, Blue, Red, Green
# 7930, Balls: Red, Black, Green, Blue
# 7931, Balls: Blue, White, Blue, Red
# 7932, Balls: Blue, Black, Red, Green
# 7933, Balls: Blue, Red, White, Green
# 7934, Balls: White, Green, Red, Green
# 7935, Balls: Red, Black, Red, Red
# 7936, Balls: Blue, Red, Blue, Red
# 7937, Balls: White, Green, Blue, Blue
# 7938, Balls: White, Red, Blue, Blue
# 7939, Balls: White, Red, Blue, Blue
# 7940, Balls: Blue, White, Red, White
# 7941, Balls: Black, Red, Blue, Blue
# 7942, Balls: Black, Red, Red, Red
# 7943, Balls: White, Green, Black, Red
# 7944, Balls: White, Red, Green, White
# 7945, Balls: Red, White, White, Green
# 7946, Balls: Blue, Red, Black, Green
# 7947, Balls: Black, Blue, Red, White
# 7948, Balls: White, Red, Blue, Green
# 7949, Balls: White, Red, Black, Blue
# 7950, Balls: Red, Green, Blue, Green
# 7951, Balls: Black, Green, Black, Green
# 7952, Balls: Blue, Blue, Blue, Red
# 7953, Balls: Red, Blue, Green, Blue
# 7954, Balls: Black, White, Red, Red
# 7955, Balls: Black, Black, Red, Black
# 7956, Balls: Red, Red, Green, Blue
# 7957, Balls: Red, Blue, Blue, Red
# 7958, Balls: Red, Red, Blue, Blue
# 7959, Balls: Red, White, Red, Red
# 7960, Balls: Blue, Blue, Green, Green
# 7961, Balls: Blue, Black, Blue, Blue
# 7962, Balls: Blue, Black, Blue, White
# 7963, Balls: Red, Blue, White, White
# 7964, Balls: Red, Green, Red, Blue
# 7965, Balls: Black, White, Blue, Blue
# 7966, Balls: Blue, Red, Black, Blue
# 7967, Balls: Black, Green, White, Green
# 7968, Balls: Blue, Black, Red, Green
# 7969, Balls: Blue, Green, White, Red
# 7970, Balls: Black, Blue, Green, Green
# 7971, Balls: Black, Black, Red, Blue
# 7972, Balls: Red, Blue, Blue, Red
# 7973, Balls: Red, White, Red, Red
# 7974, Balls: Black, Red, White, Black
# 7975, Balls: Red, Green, Blue, Green
# 7976, Balls: Green, Red, Blue, Red
# 7977, Balls: Blue, Red, Red, Red
# 7978, Balls: Black, Red, Green, Blue
# 7979, Balls: White, Green, Blue, Green
# 7980, Balls: Red, Green, Blue, Green
# 7981, Balls: Black, Blue, Black, Red
# 7982, Balls: Red, Black, Red, Green
# 7983, Balls: Black, Green, White, Red
# 7984, Balls: Blue, White, Red, Red
# 7985, Balls: Blue, Black, Red, Red
# 7986, Balls: Blue, White, Green, White
# 7987, Balls: Red, White, Red, Blue
# 7988, Balls: Black, Red, Green, Red
# 7989, Balls: Blue, Red, Blue, White
# 7990, Balls: Blue, White, Red, Blue
# 7991, Balls: Red, Red, White, Blue
# 7992, Balls: Blue, Blue, Red, Blue
# 7993, Balls: Black, Blue, Blue, Blue
# 7994, Balls: Red, Red, White, Red
# 7995, Balls: Green, Red, Blue, Red
# 7996, Balls: Red, Red, Red, Red
# 7997, Balls: Blue, Red, Blue, Green
# 7998, Balls: Red, Green, Red, Red
# 7999, Balls: Red, Blue, Blue, Blue
# 8000, Balls: Blue, White, Red, Red
# 8001, Balls: Green, Black, Black, Green
# 8002, Balls: Blue, Blue, Black, Green
# 8003, Balls: Red, White, Green, Red
# 8004, Balls: Blue, Blue, White, Blue
# 8005, Balls: Blue, White, White, Green
# 8006, Balls: Red, Red, White, Red
# 8007, Balls: Green, Blue, Blue, Black
# 8008, Balls: White, Black, Red, Green
# 8009, Balls: Green, Black, White, Black
# 8010, Balls: Red, Red, Red, Black
# 8011, Balls: White, White, Green, Red
# 8012, Balls: Green, Black, White, Green
# 8013, Balls: Red, Blue, Red, White
# 8014, Balls: Blue, Green, Green, Blue
# 8015, Balls: Blue, Blue, White, Black
# 8016, Balls: Red, Red, Red, Red
# 8017, Balls: Red, Black, Blue, Red
# 8018, Balls: Green, White, Red, White
# 8019, Balls: White, Red, Blue, Black
# 8020, Balls: Black, Red, Red, Red
# 8021, Balls: Red, White, White, Blue
# 8022, Balls: Red, Red, Black, Red
# 8023, Balls: Black, Green, White, Red
# 8024, Balls: Red, Blue, Blue, Black
# 8025, Balls: White, Red, Red, White
# 8026, Balls: White, Blue, Red, Blue
# 8027, Balls: Red, Green, Green, Red
# 8028, Balls: Red, Black, Green, Black
# 8029, Balls: Black, Blue, Blue, Green
# 8030, Balls: Red, Red, White, Blue
# 8031, Balls: Blue, Blue, Red, Blue
# 8032, Balls: Green, Blue, Green, Green
# 8033, Balls: White, Green, Red, Red
# 8034, Balls: Red, Green, Blue, Green
# 8035, Balls: Green, Green, Blue, Red
# 8036, Balls: Green, Green, Green, Green
# 8037, Balls: Black, Red, White, Green
# 8038, Balls: Black, Red, Green, Blue
# 8039, Balls: Blue, Blue, Black, White
# 8040, Balls: Black, Blue, Blue, Red
# 8041, Balls: Green, Green, Green, Blue
# 8042, Balls: White, Green, Red, Red
# 8043, Balls: Blue, Blue, Black, Black
# 8044, Balls: White, Red, White, Red
# 8045, Balls: Red, Green, Green, Red
# 8046, Balls: Green, Red, Black, Green
# 8047, Balls: Red, Black, Black, Red
# 8048, Balls: Blue, Blue, Blue, Red
# 8049, Balls: Green, Red, Red, Black
# 8050, Balls: Red, Red, Black, White
# 8051, Balls: Red, Blue, Red, Red
# 8052, Balls: White, Red, White, Blue
# 8053, Balls: Red, Red, Green, White
# 8054, Balls: Green, Green, Red, White
# 8055, Balls: Green, Blue, White, Red
# 8056, Balls: Red, White, Blue, Blue
# 8057, Balls: Blue, Green, White, Black
# 8058, Balls: Blue, Green, Green, Green
# 8059, Balls: Blue, Red, Green, Blue
# 8060, Balls: Blue, Red, Blue, Red
# 8061, Balls: Blue, Blue, Green, White
# 8062, Balls: Red, Green, Red, Black
# 8063, Balls: Blue, Red, Red, Black
# 8064, Balls: Red, Red, Green, Red
# 8065, Balls: Red, Red, Red, Red
# 8066, Balls: Green, Red, Blue, Red
# 8067, Balls: Red, Black, White, Red
# 8068, Balls: Blue, Green, White, Red
# 8069, Balls: Blue, White, Green, Black
# 8070, Balls: Green, Blue, Red, Blue
# 8071, Balls: Green, Red, Black, Black
# 8072, Balls: Green, Red, Red, Blue
# 8073, Balls: Red, Red, Blue, White
# 8074, Balls: White, Black, Red, Black
# 8075, Balls: Green, Green, Green, Red
# 8076, Balls: White, Red, White, Blue
# 8077, Balls: Blue, Black, Black, Black
# 8078, Balls: Green, Blue, Black, White
# 8079, Balls: Blue, Red, Blue, Blue
# 8080, Balls: Red, Blue, Blue, White
# 8081, Balls: Blue, Green, Red, Green
# 8082, Balls: Blue, Blue, Black, Green
# 8083, Balls: Blue, Black, Red, Red
# 8084, Balls: Black, Red, Black, Green
# 8085, Balls: Blue, Red, Red, White
# 8086, Balls: Red, Red, Black, Green
# 8087, Balls: Blue, Red, Blue, Blue
# 8088, Balls: Red, Blue, White, Red
# 8089, Balls: Black, Red, Red, Red
# 8090, Balls: Black, Red, Green, Black
# 8091, Balls: White, White, Green, Red
# 8092, Balls: Red, Black, White, Blue
# 8093, Balls: Blue, Black, Red, Black
# 8094, Balls: Blue, Black, Red, Green
# 8095, Balls: Black, Red, White, White
# 8096, Balls: Red, Blue, White, White
# 8097, Balls: Red, White, White, Blue
# 8098, Balls: Black, White, Green, Blue
# 8099, Balls: Blue, Black, Green, Green
# 8100, Balls: Green, Black, Blue, Red
# 8101, Balls: Blue, Red, Green, Black
# 8102, Balls: Red, Blue, Black, Black
# 8103, Balls: Blue, Red, White, Blue
# 8104, Balls: Red, Red, Red, Red
# 8105, Balls: Black, Red, Black, Red
# 8106, Balls: White, Green, Blue, Red
# 8107, Balls: Black, Red, Red, Blue
# 8108, Balls: White, White, Blue, Blue
# 8109, Balls: Black, White, Blue, Red
# 8110, Balls: Blue, Blue, White, White
# 8111, Balls: Red, Blue, Blue, Red
# 8112, Balls: Blue, Blue, Red, Red
# 8113, Balls: White, White, Red, Black
# 8114, Balls: White, Green, Red, Red
# 8115, Balls: Black, Black, Blue, White
# 8116, Balls: Blue, Green, Red, Red
# 8117, Balls: Red, Red, Blue, Green
# 8118, Balls: Red, Black, Black, Red
# 8119, Balls: Red, White, Red, White
# 8120, Balls: White, Blue, Green, Green
# 8121, Balls: Blue, White, Green, Blue
# 8122, Balls: Blue, Black, White, Red
# 8123, Balls: White, White, Red, Red
# 8124, Balls: Blue, Red, Blue, Black
# 8125, Balls: Red, Red, Red, White
# 8126, Balls: Blue, White, Blue, Red
# 8127, Balls: Red, Blue, Blue, Red
# 8128, Balls: Red, Black, Red, Red
# 8129, Balls: Red, Red, Blue, Green
# 8130, Balls: White, Black, Blue, Red
# 8131, Balls: Red, Black, Green, White
# 8132, Balls: Blue, Green, Blue, Red
# 8133, Balls: Blue, Blue, Black, Blue
# 8134, Balls: Blue, Red, Blue, White
# 8135, Balls: Red, Red, Black, Green
# 8136, Balls: Blue, Blue, Red, White
# 8137, Balls: White, Red, Blue, Red
# 8138, Balls: Blue, Black, Red, Blue
# 8139, Balls: Red, Red, Blue, Blue
# 8140, Balls: Red, White, Blue, Blue
# 8141, Balls: Red, Green, White, Black
# 8142, Balls: Red, Blue, Blue, Green
# 8143, Balls: White, Blue, Red, Green
# 8144, Balls: Red, Blue, Red, Red
# 8145, Balls: Black, Blue, Red, Red
# 8146, Balls: Green, Green, White, Green
# 8147, Balls: Green, Red, Blue, Red
# 8148, Balls: Green, Red, Green, Black
# 8149, Balls: Red, White, Red, Blue
# 8150, Balls: Green, Blue, Red, Green
# 8151, Balls: Blue, White, Red, White
# 8152, Balls: Green, Green, Green, Red
# 8153, Balls: Red, Blue, Red, Blue
# 8154, Balls: Black, Black, Blue, Blue
# 8155, Balls: Blue, Black, White, Green
# 8156, Balls: Green, Blue, White, Blue
# 8157, Balls: Blue, Black, Blue, Green
# 8158, Balls: Blue, White, White, White
# 8159, Balls: Blue, Red, Green, Red
# 8160, Balls: Blue, Green, White, White
# 8161, Balls: Blue, Red, Red, Red
# 8162, Balls: Black, Red, Blue, Green
# 8163, Balls: White, Blue, Blue, Red
# 8164, Balls: Black, Red, White, Red
# 8165, Balls: White, Red, White, Red
# 8166, Balls: Red, Blue, White, Red
# 8167, Balls: Red, Blue, Green, Blue
# 8168, Balls: White, Blue, Red, Blue
# 8169, Balls: White, White, Red, Blue
# 8170, Balls: Blue, Blue, Blue, Black
# 8171, Balls: Red, Red, Red, White
# 8172, Balls: Green, Blue, Red, Red
# 8173, Balls: Red, Blue, Red, White
# 8174, Balls: Blue, Red, Black, Blue
# 8175, Balls: Black, Red, Red, Red
# 8176, Balls: Blue, White, Red, Red
# 8177, Balls: Black, White, Green, White
# 8178, Balls: Red, Red, Red, Green
# 8179, Balls: Black, White, Blue, Red
# 8180, Balls: Blue, Red, Blue, Blue
# 8181, Balls: Blue, Red, Blue, Blue
# 8182, Balls: Green, Black, Black, Blue
# 8183, Balls: Blue, Blue, Green, Blue
# 8184, Balls: Green, Blue, Black, Black
# 8185, Balls: Blue, Blue, Green, Green
# 8186, Balls: Black, Green, Blue, Blue
# 8187, Balls: Blue, White, Black, Green
# 8188, Balls: Red, Red, Blue, White
# 8189, Balls: White, Blue, Red, Blue
# 8190, Balls: White, Green, White, Red
# 8191, Balls: Red, Green, Black, Red
# 8192, Balls: Red, Green, Blue, Red
# 8193, Balls: Red, Red, Black, Blue
# 8194, Balls: Blue, Black, Black, Black
# 8195, Balls: Red, Green, Blue, Red
# 8196, Balls: Red, Blue, Black, Red
# 8197, Balls: Green, Red, Red, Black
# 8198, Balls: White, Blue, Red, Green
# 8199, Balls: Blue, Blue, Green, Blue
# 8200, Balls: Green, White, Red, Blue
# 8201, Balls: Green, Blue, Green, Blue
# 8202, Balls: Red, Blue, Red, Blue
# 8203, Balls: White, Red, Red, Red
# 8204, Balls: Red, Red, Red, Blue
# 8205, Balls: Blue, Green, Black, Blue
# 8206, Balls: White, Green, Red, Red
# 8207, Balls: Black, Blue, Red, Green
# 8208, Balls: Red, Blue, Blue, Green
# 8209, Balls: Red, Black, Blue, Red
# 8210, Balls: White, Red, Red, Black
# 8211, Balls: White, Red, White, Green
# 8212, Balls: Red, Red, Black, Green
# 8213, Balls: Green, Black, Blue, Black
# 8214, Balls: Green, Black, Red, Blue
# 8215, Balls: Black, Red, Red, Blue
# 8216, Balls: Red, Blue, Blue, Blue
# 8217, Balls: Red, Red, Red, Blue
# 8218, Balls: Blue, Red, White, Green
# 8219, Balls: Red, White, Red, Blue
# 8220, Balls: White, Black, Red, Green
# 8221, Balls: Blue, White, Blue, Green
# 8222, Balls: Blue, Red, White, Blue
# 8223, Balls: Red, Red, Red, Black
# 8224, Balls: Red, Blue, Blue, Blue
# 8225, Balls: Red, Green, Red, Blue
# 8226, Balls: Green, Green, Green, Blue
# 8227, Balls: White, White, Blue, White
# 8228, Balls: Red, Green, Blue, Black
# 8229, Balls: Red, Red, Black, Blue
# 8230, Balls: Red, Red, Black, Red
# 8231, Balls: Green, Blue, Green, Blue
# 8232, Balls: White, White, Blue, Green
# 8233, Balls: White, Green, Black, Red
# 8234, Balls: Red, Red, Black, Blue
# 8235, Balls: Green, Black, Green, Red
# 8236, Balls: Black, Red, Green, Green
# 8237, Balls: Red, White, Blue, Blue
# 8238, Balls: Black, Red, White, Blue
# 8239, Balls: Blue, Blue, Blue, Blue
# 8240, Balls: Green, Red, Blue, Green
# 8241, Balls: Red, White, Blue, Blue
# 8242, Balls: Blue, Red, Red, Green
# 8243, Balls: Red, Blue, White, Green
# 8244, Balls: Red, Black, Blue, Blue
# 8245, Balls: White, Black, White, White
# 8246, Balls: Black, Red, Red, Black
# 8247, Balls: White, Green, Green, Blue
# 8248, Balls: Green, Red, Green, Red
# 8249, Balls: Black, Blue, Black, Red
# 8250, Balls: Green, Green, White, White
# 8251, Balls: Blue, Black, Red, White
# 8252, Balls: Blue, White, Black, Black
# 8253, Balls: Green, Blue, White, Blue
# 8254, Balls: Blue, Blue, Blue, Green
# 8255, Balls: Red, Blue, Black, Green
# 8256, Balls: Red, Red, Red, Blue
# 8257, Balls: Blue, Blue, White, Blue
# 8258, Balls: Black, Blue, Green, Red
# 8259, Balls: Black, Blue, Green, Red
# 8260, Balls: Green, Black, Blue, White
# 8261, Balls: Red, White, Red, Green
# 8262, Balls: Red, Blue, Red, Red
# 8263, Balls: White, Red, Green, Green
# 8264, Balls: Blue, Blue, Blue, Red
# 8265, Balls: Blue, Black, Green, Blue
# 8266, Balls: Red, Red, Red, Green
# 8267, Balls: White, Blue, Green, Blue
# 8268, Balls: Blue, Black, Blue, Blue
# 8269, Balls: Green, White, Red, White
# 8270, Balls: Red, Green, Blue, Blue
# 8271, Balls: Black, White, Green, Blue
# 8272, Balls: Blue, Green, Green, Blue
# 8273, Balls: Red, Red, White, Blue
# 8274, Balls: Red, Green, Red, Blue
# 8275, Balls: Red, Red, Red, Black
# 8276, Balls: Black, Blue, Green, Green
# 8277, Balls: Black, Blue, Red, Blue
# 8278, Balls: Black, Black, Green, Green
# 8279, Balls: Black, Green, Black, Red
# 8280, Balls: Red, White, Blue, Blue
# 8281, Balls: Blue, Green, Black, Red
# 8282, Balls: Red, Green, Black, Red
# 8283, Balls: Red, Blue, Black, Green
# 8284, Balls: Blue, Red, Green, Blue
# 8285, Balls: Red, Blue, Black, Green
# 8286, Balls: Blue, Red, Red, Blue
# 8287, Balls: Blue, Blue, Red, Black
# 8288, Balls: Red, Red, Red, Blue
# 8289, Balls: Red, Red, Green, Blue
# 8290, Balls: Black, Black, Black, Blue
# 8291, Balls: Blue, Blue, Red, Black
# 8292, Balls: Green, Red, Green, Red
# 8293, Balls: Green, Black, Black, Red
# 8294, Balls: Blue, Blue, Blue, Red
# 8295, Balls: Red, White, Blue, Blue
# 8296, Balls: Blue, Blue, White, Green
# 8297, Balls: Red, Red, Red, Green
# 8298, Balls: Red, Green, Red, Red
# 8299, Balls: Red, Green, Red, Red
# 8300, Balls: Blue, Blue, Green, Red
# 8301, Balls: White, Red, Red, White
# 8302, Balls: Blue, Blue, Green, Red
# 8303, Balls: Black, Black, Blue, Black
# 8304, Balls: Blue, Black, White, Green
# 8305, Balls: White, White, Green, White
# 8306, Balls: White, Blue, White, Blue
# 8307, Balls: Blue, Blue, Blue, Blue
# 8308, Balls: Blue, Red, Blue, Red
# 8309, Balls: Red, Red, Green, Green
# 8310, Balls: Black, Red, White, Blue
# 8311, Balls: White, Blue, Blue, White
# 8312, Balls: Red, Green, Blue, Red
# 8313, Balls: Red, Blue, Blue, White
# 8314, Balls: Blue, Blue, Green, Red
# 8315, Balls: Black, Black, Green, Blue
# 8316, Balls: Blue, Green, Red, White
# 8317, Balls: Blue, Blue, Red, Blue
# 8318, Balls: Red, Red, Green, Red
# 8319, Balls: Red, Blue, Blue, Red
# 8320, Balls: Green, Red, Black, Blue
# 8321, Balls: Blue, Red, Green, Red
# 8322, Balls: Blue, White, Red, Red
# 8323, Balls: Blue, Red, Blue, Red
# 8324, Balls: Blue, Red, Blue, Green
# 8325, Balls: Blue, Red, Red, Blue
# 8326, Balls: White, Blue, Black, Red
# 8327, Balls: White, Red, Red, Blue
# 8328, Balls: Black, Red, Black, Blue
# 8329, Balls: Red, Blue, Green, Black
# 8330, Balls: White, Green, Blue, Blue
# 8331, Balls: Black, Red, Green, Red
# 8332, Balls: Black, White, Blue, Red
# 8333, Balls: Blue, Red, Blue, White
# 8334, Balls: Green, Blue, Blue, White
# 8335, Balls: White, Blue, Blue, Blue
# 8336, Balls: Red, Blue, Red, Green
# 8337, Balls: Red, Red, Red, Red
# 8338, Balls: Blue, Green, Green, Red
# 8339, Balls: Red, White, Red, Blue
# 8340, Balls: Blue, White, Red, Blue
# 8341, Balls: Red, Green, Green, Blue
# 8342, Balls: Blue, Red, White, Red
# 8343, Balls: Red, Red, Black, Red
# 8344, Balls: Red, Blue, Black, Red
# 8345, Balls: Blue, Green, Black, Red
# 8346, Balls: Red, Red, Green, Red
# 8347, Balls: Blue, White, Red, Red
# 8348, Balls: Blue, Green, White, Red
# 8349, Balls: Red, Red, Red, White
# 8350, Balls: Blue, Blue, Red, White
# 8351, Balls: Blue, Black, Blue, Black
# 8352, Balls: White, Red, Red, Red
# 8353, Balls: Blue, Blue, Blue, Red
# 8354, Balls: Blue, Red, White, Red
# 8355, Balls: Black, White, Red, Green
# 8356, Balls: White, Red, Red, Red
# 8357, Balls: Blue, Red, Blue, White
# 8358, Balls: Blue, Green, White, Red
# 8359, Balls: White, Blue, Blue, Blue
# 8360, Balls: Red, Red, Blue, White
# 8361, Balls: Blue, Red, Green, Red
# 8362, Balls: Blue, Green, Red, Green
# 8363, Balls: Blue, Red, Blue, Red
# 8364, Balls: Green, Red, White, Blue
# 8365, Balls: Red, Black, Black, Blue
# 8366, Balls: White, Blue, Blue, Black
# 8367, Balls: Green, Red, Blue, Green
# 8368, Balls: Blue, Red, Blue, Black
# 8369, Balls: Red, White, Red, Blue
# 8370, Balls: Blue, Red, Red, Green
# 8371, Balls: Green, Green, Red, Red
# 8372, Balls: White, Green, Red, White
# 8373, Balls: Red, Red, White, Blue
# 8374, Balls: Red, Green, Blue, Red
# 8375, Balls: Blue, Blue, Red, Green
# 8376, Balls: Blue, Red, Green, Blue
# 8377, Balls: Blue, White, Green, Green
# 8378, Balls: Green, Blue, Blue, Blue
# 8379, Balls: Blue, Blue, Green, Red
# 8380, Balls: White, Black, Red, Green
# 8381, Balls: Green, Red, Blue, White
# 8382, Balls: Green, Red, Red, Red
# 8383, Balls: Blue, Red, Red, Blue
# 8384, Balls: Blue, Red, Green, Red
# 8385, Balls: Black, Black, Red, Green
# 8386, Balls: Green, Red, Red, Black
# 8387, Balls: Black, White, Green, White
# 8388, Balls: Green, Black, White, Blue
# 8389, Balls: White, White, Red, Green
# 8390, Balls: Blue, Green, Blue, Red
# 8391, Balls: White, Green, Blue, Red
# 8392, Balls: Blue, White, Red, Red
# 8393, Balls: Green, Blue, Black, Red
# 8394, Balls: Red, Red, Green, Red
# 8395, Balls: Green, Black, Black, Green
# 8396, Balls: Blue, Red, Red, Green
# 8397, Balls: Red, White, Blue, Red
